HOG	OG	Gene Tree Parent Clade	Acinetobacter_baumannii_ATCC_17978	Aggregatibacter_actinomycetemcomitans_624	Aggregatibacter_actinomycetemcomitans_VT1169	Agrobacterium_fabrum	Azoarcus_olearius_DQS-4	Bacteroides_thetaiotaomicron_VPI-5482	Bradyrhizobium_diazoefficiens	Brevundimonas_subvibrioides	Burkholderia_cenocepacia_J2315	Campylobacter_jejuni_81-176	Caulobacter_crescentus	Caulobacter_vibrioides	Citrobacter_rodentium_ICC168	Clostridium_difficile_R20291	Enterobacter_cloacae_ATCC_13047	Escherichia_coli_BW25113	Escherichia_coli_Nissle_1917	Escherichia_coli_UTI89	Francisella_tularensis_Schu_S4	Herbaspirillum_seropedicae_SmR1	Klebsiella_pneumoniae_ATCC_43816_KPPR1	Legionella_pneumophila_Philadelphia_1	Mycobacterium_tuberculosis_H37Rv	Neisseria_meningitidis_Z2491	Novosphingobium_aromaticivorans	Porphyromonas_gingivalis_ATCC_33277	Providencia_stuartii_BE2467	Pseudomonas_aeruginosa_PAO1	Pseudomonas_aeruginosa_UCBPP-PA14	Pseudomonas_simiae_WCS417	Pseudomonas_syringae_B728a	Ralstonia_solanacearum_GMI1000	Ralstonia_solanacearum_IBSBF1503	Ralstonia_solanacearum_PSI07	Rhodobacter_sphaeroides	Rhodopseudomonas_palustris	Salmonella_enterica_14028S	Salmonella_typhi_CT18	Salmonella_typhimurium_SL1344	Snodgrassella_alvi_wkB2	Sphingomonas_wittichii	Staphylococcus_aureus_6850	Staphylococcus_aureus_MRSA252	Staphylococcus_aureus_MSSA476	Staphylococcus_aureus_NCTC_8325	Staphylococcus_aureus_USA300_TCH1516	Streptococcus_agalactiae_A909	Streptococcus_pneumoniae_BHN97x	Streptococcus_pneumoniae_TIGR4	Streptococcus_pyogenes_5448	Vibrio_anguillarum_425	Vibrio_cholerae_N16961	Vibrio_fischeri_ES114	Yersinia_pestis_CO92	Zymomonas_mobilis
N0.HOG0016851	OG0011899	-						BT_2822, BT_2823																																																	
N0.HOG0016852	OG0011900	-						BT_2844																				PGN_1323																													
N0.HOG0016853	OG0011901	-						BT_2901		Bresu_2862																																															
N0.HOG0016854	OG0011902	-						BT_2932, BT_3196																																																	
N0.HOG0016855	OG0011903	-						BT_2943																																			Swit_2495														
N0.HOG0016856	OG0011904	-						BT_3005, BT_3006																																																	
N0.HOG0016857	OG0011905	-						BT_3008																				PGN_1195																													
N0.HOG0016858	OG0011906	-						BT_4248, BT_3011																																																	
N0.HOG0016859	OG0011907	-						BT_4171, BT_3027																																																	
N0.HOG0016860	OG0011908	-						BT_3033																				PGN_1594																													
N0.HOG0016861	OG0011909	-						BT_3039, BT_4141																																																	
N0.HOG0016862	OG0011910	-						BT_3053																				PGN_0496																													
N0.HOG0016863	OG0011911	-						BT_3500, BT_3079																																																	
N0.HOG0016864	OG0011912	-						BT_3098, BT_3099																																																	
N0.HOG0016865	OG0011913	-						BT_3141, BT_4018																																																	
N0.HOG0016866	OG0011914	-						BT_3166																				PGN_1977																													
N0.HOG0016867	OG0011915	-						BT_3167																				PGN_1907																													
N0.HOG0016868	OG0011916	-						BT_3168				CJJ81176_1259																																													
N0.HOG0016869	OG0011917	-						BT_3189, BT_3188																																																	
N0.HOG0016870	OG0011918	-						BT_3211																				PGN_0572																													
N0.HOG0016871	OG0011919	-						BT_3226																				PGN_0310																													
N0.HOG0016872	OG0011920	-						BT_3235, BT_3244																																																	
N0.HOG0016873	OG0011921	-						BT_3236, BT_3243																																																	
N0.HOG0016874	OG0011922	-						BT_3242, BT_3237																																																	
N0.HOG0016875	OG0011923	-						BT_3262, BT_3652																																																	
N0.HOG0016876	OG0011924	-						BT_3317																				PGN_1944																													
N0.HOG0016877	OG0011925	-						BT_3321																				PGN_2078																													
N0.HOG0016878	OG0011926	-						BT_3341																				PGN_2028																													
N0.HOG0016879	OG0011927	-						BT_3342																				PGN_1180																													
N0.HOG0016880	OG0011928	-						BT_3658, BT_3415																																																	
N0.HOG0016881	OG0011929	-						BT_3427																				PGN_0688																													
N0.HOG0016882	OG0011930	-						BT_3439, BT_3437																																																	
N0.HOG0016883	OG0011931	-						BT_3446																				PGN_0629																													
N0.HOG0016884	OG0011932	-						BT_3454																				PGN_0621																													
N0.HOG0016885	OG0011933	-						BT_3464																				PGN_0993																													
N0.HOG0016886	OG0011934	-						BT_3521, BT_3524																																																	
N0.HOG0016887	OG0011935	-						BT_3535, BT_3534																																																	
N0.HOG0016888	OG0011936	-						BT_3536		Bresu_1804																																															
N0.HOG0016889	OG0011937	-						BT_3540, BT_3543																																																	
N0.HOG0016890	OG0011938	-						BT_3579																				PGN_0472																													
N0.HOG0016891	OG0011939	-						BT_3618																				PGN_1197																													
N0.HOG0016892	OG0011940	-						BT_3621								CDR20291_0123																																									
N0.HOG0016893	OG0011941	-						BT_3624																				PGN_0617																													
N0.HOG0016894	OG0011942	-						BT_3700, BT_3699																																																	
N0.HOG0016895	OG0011943	-						BT_3711																				PGN_0762																													
N0.HOG0016896	OG0011944	-						BT_3723																				PGN_0301																													
N0.HOG0016897	OG0011945	-						BT_3724																				PGN_0300																													
N0.HOG0016898	OG0011946	-						BT_3732																				PGN_1139																													
N0.HOG0016899	OG0011947	-						BT_3780, BT_4094																																																	
N0.HOG0016900	OG0011948	-						BT_3806																				PGN_0148																													
N0.HOG0016901	OG0011949	-						BT_3808																				PGN_0272																													
N0.HOG0016902	OG0011950	-						BT_3815																				PGN_0868																													
N0.HOG0016903	OG0011951	-						BT_3832																				PGN_0187																													
N0.HOG0016904	OG0011952	-						BT_3849																				PGN_1553																													
N0.HOG0016905	OG0011953	-						BT_3850																				PGN_1554																													
N0.HOG0016906	OG0011954	-						BT_3881																				PGN_0014																													
N0.HOG0016907	OG0011955	-						BT_3940, BT_3887																																																	
N0.HOG0016908	OG0011956	-						BT_3891																				PGN_0840																													
N0.HOG0016909	OG0011957	-						BT_3912																				PGN_0874																													
N0.HOG0016910	OG0011958	-						BT_3921																				PGN_0674																													
N0.HOG0016911	OG0011959	-						BT_3927																				PGN_0663																													
N0.HOG0016912	OG0011960	-						BT_3928																				PGN_0664																													
N0.HOG0016913	OG0011961	-						BT_3937																				PGN_0912																													
N0.HOG0016914	OG0011962	-						BT_3949																				PGN_1188																													
N0.HOG0016915	OG0011963	-						BT_3955, BT_3961																																																	
N0.HOG0016916	OG0011964	-						BT_3980																				PGN_1090																													
N0.HOG0016917	OG0011965	-						BT_4000																				PGN_0253																													
N0.HOG0016918	OG0011966	-						BT_4010																																		SALWKB2_0092															
N0.HOG0016919	OG0011967	-						BT_4034, BT_4029																																																	
N0.HOG0016920	OG0011968	-						BT_4534, BT_4035																																																	
N0.HOG0016921	OG0011969	-						BT_4044																				PGN_0249																													
N0.HOG0016922	OG0011970	-						BT_4096, BT_4075																																																	
N0.HOG0016923	OG0011971	-						BT_4143								CDR20291_2860																																									
N0.HOG0016924	OG0011972	-						BT_4172		Bresu_2858																																															
N0.HOG0016925	OG0011973	-						BT_4175		Bresu_2860																																															
N0.HOG0016926	OG0011974	-						BT_4189																				PGN_1061																													
N0.HOG0016927	OG0011975	-						BT_4191																				PGN_1526																													
N0.HOG0016928	OG0011976	-						BT_4204																				PGN_1625																													
N0.HOG0016929	OG0011977	-						BT_4239																				PGN_0873																													
N0.HOG0016930	OG0011978	-						BT_4240																				PGN_0702																													
N0.HOG0016931	OG0011979	-						BT_4254																				PGN_0902																													
N0.HOG0016932	OG0011980	-						BT_4256																				PGN_1568																													
N0.HOG0016933	OG0011981	-						BT_4271, BT_4294																																																	
N0.HOG0016934	OG0011982	-						BT_4287, BT_4285																																																	
N0.HOG0016935	OG0011983	-						BT_4305																				PGN_0427																													
N0.HOG0016936	OG0011984	-						BT_4306																				PGN_1735																													
N0.HOG0016937	OG0011985	-						BT_4329																	Rv1829																																
